Version,2.1.7,,,,,,,,,,,,,,,,
Release Date,12/12/2010,,,,,,,,,,,,,,,,
Row Labels,Count of File,Count of REF,Count of BUG,Count of Dev#,Count of LoC+,Max of LoC+,Average of LoC+,Count of LoC-,Max of LoC-,Average of LoC-,Max of FCount,Average of FCount,Average of Date,Codechurn,Max Codechurn,Ave Codechurn,Age
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v11/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v11/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/.classpath,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/.project,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/classpathXmlTemplate.vm,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/LICENSE,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/NOTICE,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.runtime.v12/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/.classpath,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/Activator.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/commands/DeployCommand.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/commands/RedeployCommand.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoRuntimeDelegate.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoServerBehaviourDelegate.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoServerDelegate.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoServerRuntimeTargetHandler.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoUtils.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/internal/Messages.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/internal/Messages.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/operations/ImportDeploymentPlanOperation.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/plugin.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/commands/SetInPlaceSharedLibCommand.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/commands/SetRunFromWorkspaceCommand.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/internal/GeronimoRuntimeSourceWizardFragment.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/internal/Messages.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/internal/Messages.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/sections/ServerEditorStartupSection.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/sections/ServerEditorTestEnvSection.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.ui/src/org/apache/geronimo/st/ui/wizards/AbstractTableWizard.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/src/org/apache/geronimo/st/v1/core/GeronimoRuntime.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/src/org/apache/geronimo/st/v1/core/GeronimoServer.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.core/src/org/apache/geronimo/st/v1/core/GeronimoServerBehaviour.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.ui/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v1.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/src/org/apache/geronimo/st/v11/core/GeronimoRuntime.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/src/org/apache/geronimo/st/v11/core/GeronimoServer.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/src/org/apache/geronimo/st/v11/core/GeronimoServerBehaviour.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.core/src/org/apache/geronimo/st/v11/core/internal/Messages.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/build.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/plugin.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/commands,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/internal/Messages.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/internal/Messages.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/sections/ServerEditorTestEnvSection.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/wizards/DependencyWizard.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/.classpath,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/.options,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/.project,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/plugin.properties,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/plugin.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/Activator.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/DeploymentPlanInstallConfig.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/GeronimoRuntime.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/GeronimoServer.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/GeronimoServerBehaviour.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/GeronimoV12Utils.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/GeronimoV12VersionHandler.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/internal/Trace.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/operations/GeronimoV12FacetInstallDelegate.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.st.v12.core/src/org/apache/geronimo/st/v12/core/operations/V12DeploymentPlanCreationOperation.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model.edit/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model.edit/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model.edit/src/org/apache/geronimo/xml/ns/security/provider/RoleTypeItemProvider.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model.edit/src/org/apache/geronimo/xml/ns/security/provider/SecurityItemProviderAdapterFactory.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/org.apache.geronimo.v11.deployment.model/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/1.2.1/plugins/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/assembly/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/eclipse/build.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/eclipse/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/emf/geronimo-1.0/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/emf/geronimo-1.1/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/emf/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.installableruntime.jetty.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.installableruntime.tomcat.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.v10.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.v11.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.v12.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/org.apache.geronimo.v20.feature/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/features/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.deployment.model.edit/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.deployment.model.edit/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.deployment.model/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.deployment.model/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.common/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.common/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v1/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v1/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v11/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v11/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v12/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v12/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v20/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.runtime.v20/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/GeronimoServerBehaviourDelegate.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/internal/DependencyHelper.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/internal/DependencyManager.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/internal/Trace.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.core/src/org/apache/geronimo/st/core/operations/SharedLibEntryCreationOperation.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v1.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v1.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v1.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v1.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v11.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v11.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v11.ui/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v11.ui/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v11.ui/src/org/apache/geronimo/st/v11/ui/sections/CommonGeneralSection.java,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v12.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v12.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v20.core/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.st.v20.core/pom.xml,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
 devtools/eclipse-plugin/branches/2.0.2/plugins/org.apache.geronimo.v11.deployment.model.edit/META-INF/MANIFEST.MF,1,1,1,1,1,0,0,1,0,0,827,827,11/08/10,2,0,0,4.857142857
