Version,2.1.7,,,,,,,,,,,,,,,,
Release Date,12/12/2010,,,,,,,,,,,,,,,,
Row Labels,Count of File,Count of REF,Count of BUG,Count of Dev#,Count of LoC+,Max of LoC+,Average of LoC+,Count of LoC-,Max of LoC-,Average of LoC-,Max of FCount,Average of FCount,Average of Date,Codechurn,Max Codechurn,Ave Codechurn,Age
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/connector/Request.java,1,1,1,1,1,0,0,1,0,0,1,1,09/22/10,2,0,0,11.57142857
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/Context.java,6,6,6,6,6,10,4,6,0,0,9,3.5,09/23/10,12,10,2,11.42857143
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/core/ApplicationContext.java,7,7,7,7,7,1563,448.5714286,7,4,0.571428571,21,11.42857143,10/07/10,14,1567,224.5714286,9.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/core/ApplicationDispatcher.java,1,1,1,1,1,0,0,1,0,0,3,3,09/21/10,2,0,0,11.71428571
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/core/ContainerBase.java,4,4,4,4,4,56,32.5,4,55,30.5,1,1,11/01/10,8,111,31.5,5.857142857
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/core/StandardContext.java,2,2,2,2,2,8,8,2,2,2,1,1,09/21/10,4,10,5,11.71428571
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/core/StandardWrapper.java,2,2,2,2,2,0,0,2,0,0,1,1,09/21/10,4,0,0,11.71428571
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/deploy/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/deploy/WebXml.java,2,2,2,2,2,0,0,2,0,0,1,1,10/06/10,4,0,0,9.571428571
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/filters/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/loader/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,7,7,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/loader/WebappClassLoader.java,1,1,1,1,1,0,0,1,0,0,2,2,10/21/10,2,0,0,7.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/manager/host/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,2,2,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/manager/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,5,5,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/mbeans/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,5,5,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/mbeans/MBeanFactory.java,1,1,1,1,1,0,0,1,0,0,2,2,10/21/10,2,0,0,7.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/realm/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,7,7,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/realm/RealmBase.java,2,2,2,2,2,0,0,2,0,0,2,2,10/07/10,4,0,0,9.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/security/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/servlets/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/session/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,7,7,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/session/ManagerBase.java,1,1,1,1,1,0,0,1,0,0,2,2,10/21/10,2,0,0,7.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/startup/Authenticators.properties,2,2,2,2,2,0,0,2,0,0,11,11,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/startup/ContextConfig.java,2,2,2,2,2,0,0,2,0,0,4,2.5,10/06/10,4,0,0,9.571428571
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/startup/WebRuleSet.java,2,2,2,2,2,0,0,2,0,0,1,1,07/29/10,4,0,0,19.42857143
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/users/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,5,5,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/util/CharsetMapperDefault.properties,2,2,2,2,2,0,0,2,0,0,8,8,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/util/LifecycleBase.java,1,1,1,1,1,0,0,1,0,0,2,2,10/21/10,2,0,0,7.428571429
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/catalina/valves/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,5,5,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/coyote/ajp/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,2,2,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/coyote/http11/Http11AprProcessor.java,3,3,3,3,3,914,304.6666667,3,0,0,6,4.666666667,10/05/10,6,914,152.3333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/naming/factory/webservices,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/naming/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/naming/resources/BaseDirContext.java,3,3,3,3,3,1615,538.3333333,3,0,0,5,3.666666667,10/05/10,6,1615,269.1666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/tomcat/util/net/AbstractEndpoint.java,3,3,3,3,3,628,209.3333333,3,0,0,1,1,10/05/10,6,628,104.6666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/tomcat/util/net/jsse/res/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/java/org/apache/tomcat/util/net/res/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/authenticator/LocalStrings.properties,3,3,3,3,3,31,10.33333333,3,0,0,5,5,10/05/10,6,31,5.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/connector/LocalStrings.properties,3,3,3,3,3,86,28.66666667,3,0,0,5,5,10/05/10,6,86,14.33333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/core/LocalStrings.properties,3,3,3,3,3,244,81.33333333,3,0,0,8,8,10/05/10,6,244,40.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/deploy/LocalStrings.properties,3,3,3,3,3,44,14.66666667,3,0,0,2,2,10/05/10,6,44,7.333333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/filters/LocalStrings.properties,3,3,3,3,3,36,12,3,0,0,3,3,10/05/10,6,36,6,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/loader/LocalStrings.properties,3,3,3,3,3,76,25.33333333,3,0,0,5,5,10/05/10,6,76,12.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/manager/host/LocalStrings.properties,3,3,3,3,3,83,27.66666667,3,0,0,2,2,10/05/10,6,83,13.83333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/manager/LocalStrings.properties,3,3,3,3,3,114,38,3,0,0,5,5,10/05/10,6,114,19,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/mbeans/LocalStrings.properties,3,3,3,3,3,20,6.666666667,3,0,0,3,3,10/05/10,6,20,3.333333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/mbeans-descriptors.xml,3,3,3,3,3,168,56,3,0,0,1,1,10/05/10,6,168,28,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/realm/LocalStrings.properties,3,3,3,3,3,98,32.66666667,3,0,0,5,5,10/05/10,6,98,16.33333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/security/LocalStrings.properties,3,3,3,3,3,17,5.666666667,3,0,0,4,4,10/05/10,6,17,2.833333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/servlets/LocalStrings.properties,3,3,3,3,3,29,9.666666667,3,0,0,4,4,10/05/10,6,29,4.833333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/session/LocalStrings.properties,3,3,3,3,3,78,26,3,0,0,5,5,10/05/10,6,78,13,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/startup/Authenticators.properties,3,3,3,3,3,20,6.666666667,3,0,0,7,7,10/05/10,6,20,3.333333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/users/LocalStrings.properties,3,3,3,3,3,22,7.333333333,3,0,0,5,5,10/05/10,6,22,3.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/util/CharsetMapperDefault.properties,3,3,3,3,3,17,5.666666667,3,0,0,6,6,10/05/10,6,17,2.833333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/catalina/valves/LocalStrings.properties,3,3,3,3,3,81,27,3,0,0,5,5,10/05/10,6,81,13.5,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/coyote/ajp/LocalStrings.properties,3,3,3,3,3,56,18.66666667,3,0,0,2,2,10/05/10,6,56,9.333333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/coyote/http11/LocalStrings.properties,3,3,3,3,3,51,17,3,0,0,4,4,10/05/10,6,51,8.5,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/naming/LocalStrings.properties,3,3,3,3,3,28,9.333333333,3,0,0,4,4,10/05/10,6,28,4.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/naming/resources/LocalStrings.properties,3,3,3,3,3,43,14.33333333,3,0,0,4,4,10/05/10,6,43,7.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/ServerInfo.properties,3,3,3,3,3,0,0,3,0,0,1,1,10/05/10,6,0,0,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/tomcat/util/net/jsse/res/LocalStrings.properties,3,3,3,3,3,19,6.333333333,3,0,0,4,4,10/05/10,6,19,3.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina/src/main/resources/org/apache/tomcat/util/net/res/LocalStrings.properties,3,3,3,3,3,45,15,3,0,0,4,4,10/05/10,6,45,7.5,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/pom.xml,3,3,3,3,3,61,20.33333333,3,0,0,1,1,10/05/10,6,61,10.16666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/java/org/apache/catalina/ha/authenticator/mbeans-descriptors.xml,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/java/org/apache/catalina/ha/deploy/mbeans-descriptors.xml,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/java/org/apache/catalina/ha/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/java/org/apache/catalina/ha/session/ClusterManagerBase.java,3,3,3,3,3,88,29.33333333,3,0,0,4,3,10/05/10,6,88,14.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/java/org/apache/catalina/ha/tcp/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/resources/org/apache/catalina/ha/authenticator/mbeans-descriptors.xml,3,3,3,3,3,37,12.33333333,3,0,0,1,1,10/05/10,6,37,6.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/resources/org/apache/catalina/ha/deploy/mbeans-descriptors.xml,3,3,3,3,3,40,13.33333333,3,0,0,1,1,10/05/10,6,40,6.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/resources/org/apache/catalina/ha/LocalStrings.properties,3,3,3,3,3,16,5.333333333,3,0,0,4,3.333333333,10/05/10,6,16,2.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/resources/org/apache/catalina/ha/session/LocalStrings.properties,3,3,3,3,3,92,30.66666667,3,0,0,3,3,10/05/10,6,92,15.33333333,9.714285714
external/trunk/tomcat-parent-7.0.0/catalina-ha/src/main/resources/org/apache/catalina/ha/tcp/LocalStrings.properties,3,3,3,3,3,79,26.33333333,3,0,0,3,3,10/05/10,6,79,13.16666667,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/pom.xml,3,3,3,3,3,91,30.33333333,3,0,0,1,1,10/05/10,6,91,15.16666667,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/compiler/AntCompiler.java,1,1,1,1,1,0,0,1,0,0,11,11,10/21/10,2,0,0,7.428571429
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/compiler/ImplicitTagLibraryInfo.java,3,3,3,3,3,222,74,3,0,0,10,10,10/05/10,6,222,37,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/compiler/Parser.java,3,3,3,3,3,6,5,3,3,3,2,1.666666667,11/15/10,6,9,4,3.857142857
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/el/ELResolverImpl.java,3,3,3,3,3,166,55.33333333,3,0,0,1,1,10/05/10,6,166,27.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/JspC.java,3,3,3,3,3,1593,531,3,0,0,2,2,10/05/10,6,1593,265.5,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/resources/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/servlet/JspServlet.java,4,4,4,4,4,399,99.75,4,0,0,3,2.25,10/02/10,8,399,49.875,10.14285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/java/org/apache/jasper/util/UniqueAttributesImpl.java,7,7,7,7,7,52,9.142857143,7,70,12,1,1,11/11/10,14,122,10.57142857,4.428571429
external/trunk/tomcat-parent-7.0.0/jasper/src/main/resources/org/apache/jasper/resources/LocalStrings.properties,3,3,3,3,3,473,157.6666667,3,0,0,4,4,10/05/10,6,473,78.83333333,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper/src/main/resources/org/apache/jasper/servlet/mbeans-descriptors.xml,3,3,3,3,3,36,12,3,0,0,1,1,10/05/10,6,36,6,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper-el/pom.xml,3,3,3,3,3,49,16.33333333,3,0,0,1,1,10/05/10,6,49,8.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/jasper-el/src/main/java/org/apache/el/Messages.properties,2,2,2,2,2,0,0,2,0,0,2,2,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/jasper-el/src/main/resources/org/apache/el/Messages.properties,3,3,3,3,3,64,21.33333333,3,0,0,2,2,10/05/10,6,64,10.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/juli/pom.xml,3,3,3,3,3,42,14,3,0,0,1,1,10/05/10,6,42,7,9.714285714
external/trunk/tomcat-parent-7.0.0/LICENSE,8,8,8,8,8,203,101.5,8,0,0,387,178.375,10/09/10,16,203,50.75,9.142857143
external/trunk/tomcat-parent-7.0.0/pom.xml,2,2,2,2,2,1,1,2,1,1,3,2,09/20/10,4,2,1,11.85714286
external/trunk/tomcat-parent-7.0.0/shared/pom.xml,3,3,3,3,3,49,16.33333333,3,0,0,1,1,10/05/10,6,49,8.166666667,9.714285714
external/trunk/tomcat-parent-7.0.0/shared/src/main/java/org/apache/tomcat/InstanceManager.java,3,3,3,3,3,45,15,3,0,0,4,4,10/05/10,6,45,7.5,9.714285714
external/trunk/tomcat-parent-7.0.0/tribes/pom.xml,10,10,10,10,10,53,19.2,10,40,8.4,1,1,10/02/10,20,93,13.8,10.14285714
external/trunk/tomcat-parent-7.0.0/tribes/src/main/java/org/apache/catalina/tribes/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/tribes/src/main/java/org/apache/catalina/tribes/membership/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,3,3,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/tribes/src/main/java/org/apache/catalina/tribes/transport/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,2,2,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/tribes/src/main/resources/org/apache/catalina/tribes/LocalStrings.properties,3,3,3,3,3,16,5.333333333,3,0,0,4,3.333333333,10/05/10,6,16,2.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/tribes/src/main/resources/org/apache/catalina/tribes/membership/LocalStrings.properties,3,3,3,3,3,16,5.333333333,3,0,0,3,3,10/05/10,6,16,2.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/tribes/src/main/resources/org/apache/catalina/tribes/transport/LocalStrings.properties,3,3,3,3,3,76,25.33333333,3,0,0,3,2.333333333,10/05/10,6,76,12.66666667,9.714285714
external/trunk/tomcat-parent-7.0.0/util/pom.xml,4,4,4,4,4,58,29,4,0,0,1,1,10/09/10,8,58,14.5,9.142857143
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/bcel/classfile/Attribute.java,3,3,3,3,3,242,80.66666667,3,0,0,3,3,10/05/10,6,242,40.33333333,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/buf/res/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/buf/StringCache.java,3,3,3,3,3,692,230.6666667,3,0,0,1,1,10/05/10,6,692,115.3333333,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/http/mapper/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/http/res/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/modeler/mbeans-descriptors.dtd,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/net,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/scan/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,1,1,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/java/org/apache/tomcat/util/threads/res/LocalStrings.properties,2,2,2,2,2,0,0,2,0,0,4,4,09/27/10,4,0,0,10.85714286
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/buf/res/LocalStrings.properties,3,3,3,3,3,18,6,3,0,0,4,4,10/05/10,6,18,3,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/http/mapper/LocalStrings.properties,3,3,3,3,3,16,5.333333333,3,0,0,1,1,10/05/10,6,16,2.666666667,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/http/res/LocalStrings.properties,3,3,3,3,3,62,20.66666667,3,0,0,4,4,10/05/10,6,62,10.33333333,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/modeler/mbeans-descriptors.dtd,3,3,3,3,3,249,83,3,0,0,1,1,10/05/10,6,249,41.5,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/scan/LocalStrings.properties,3,3,3,3,3,24,8,3,0,0,1,1,10/05/10,6,24,4,9.714285714
external/trunk/tomcat-parent-7.0.0/util/src/main/resources/org/apache/tomcat/util/threads/res/LocalStrings.properties,3,3,3,3,3,18,6,3,0,0,4,4,10/05/10,6,18,3,9.714285714
javamail/trunk/geronimo-javamail_1.4/geronimo-javamail_1.4_mail/pom.xml,8,8,8,8,8,1,1,8,1,1,1,1,09/13/10,16,2,1,12.85714286
javamail/trunk/geronimo-javamail_1.4/geronimo-javamail_1.4_provider/pom.xml,8,8,8,8,8,1,1,8,1,1,1,1,09/13/10,16,2,1,12.85714286
javamail/trunk/geronimo-javamail_1.4/geronimo-javamail_1.4_provider/src/main/java/org/apache/geronimo/javamail/transport/smtp/SMTPConnection.java,2,2,2,2,2,2,2,2,2,2,2,2,09/08/10,4,4,2,13.57142857
javamail/trunk/geronimo-javamail_1.4/pom.xml,18,18,18,18,18,4,3,18,4,3,3,1.888888889,09/13/10,36,8,3,12.85714286
KEYS,4,4,4,4,4,73,66,4,19,9.5,1,1,11/13/10,8,92,37.75,4.142857143
samples/branches/2.1/buildutil/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/geronimo-samples-archetype/pom.xml,2,2,2,2,2,2,1.5,2,2,1.5,1,1,11/23/10,4,4,1.5,2.714285714
samples/branches/2.1/pom.xml,12,12,12,12,12,25,6,12,36,12.5,94,17.75,11/06/10,24,61,9.25,5.142857143
samples/branches/2.1/samples/all-samples/all-samples-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/all-samples/all-samples-tomcat/pom.xml,3,3,3,3,3,7,3,3,1,0.666666667,1,1,11/24/10,6,8,1.833333333,2.571428571
samples/branches/2.1/samples/all-samples/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/app-per-port-connector-war/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/app-per-port-ear/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/app-per-port-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/app-per-port-war1/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/app-per-port-war2/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/app-per-port/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-client/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-ear/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/bank-war/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/bank/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/calculator-ear/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/calculator-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/calculator-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/calculator-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/calculator-war/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/calculator/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-client/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-ear/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-ejb/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-jetty/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-tomcat/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
samples/branches/2.1/samples/customer/customer-war/pom.xml,1,1,1,1,1,1,1,1,1,1,1,1,11/25/10,2,2,1,2.428571429
